"","yq","pr","ln.cv","ll","ul","yr","qtr"
"56",1971.375,1.03015370873579,0.089851139745586,0.863811926952555,1.22852744967991,"1971","0.375"
"NA.13",1971.625,NA,NA,NA,NA,"1971","0.625"
"57",1971.875,1.5309532152235,0.0819441318221265,1.30379606515894,1.79768739133097,"1971","0.875"
"58",1972.125,1.30154771834968,0.0760239779492584,1.12136546972174,1.51068185072759,"1972","0.125"
"59",1972.375,1.10286418082922,0.0894984352875071,0.925421160334339,1.31433065666737,"1972","0.375"
"60",1972.625,1.4957648263861,0.108339341429499,1.20960342309579,1.84962473909655,"1972","0.625"
"61",1972.875,2.17451741409541,0.0817134985595608,1.85270791029473,2.55222421080501,"1972","0.875"
"62",1973.125,2.20928149914112,0.0898162606087912,1.85266932656539,2.63453638080997,"1973","0.125"
"63",1973.375,1.72422484491157,0.0943593088971512,1.43309055403843,2.07450346206846,"1973","0.375"
"64",1973.625,0.982118822235679,0.108132799977965,0.794546898606516,1.21397161411271,"1973","0.625"
"NA.14",1973.875,NA,NA,NA,NA,"1973","0.875"
"65",1974.125,1.29419631976355,0.0896096972252934,1.08573252065634,1.54268577409563,"1974","0.125"
"66",1974.375,1.52792215151855,0.100697549847932,1.25425471524033,1.86130143481561,"1974","0.375"
"67",1974.625,1.1315178955042,0.0851294214919498,0.957630126872099,1.3369804394398,"1974","0.625"
"68",1974.875,1.34753200746602,0.117909798863438,1.0694789539741,1.69787587160821,"1974","0.875"
"69",1975.125,1.43178617965138,0.0931309100359524,1.19289861686617,1.71851290231708,"1975","0.125"
"70",1975.375,1.08876602447985,0.106834212582993,0.883070633136749,1.34237445067215,"1975","0.375"
"71",1975.625,0.816289964562069,0.0832088389017914,0.693450816344294,0.960889064573422,"1975","0.625"
"72",1975.875,0.81383282988447,0.0800026762708543,0.695721704647147,0.951995417957643,"1975","0.875"
"73",1976.125,0.663356235138751,0.0998314685933843,0.545467091017576,0.806724185461958,"1976","0.125"
"74",1976.375,1.05120158604077,0.0990311516513778,0.865743001305865,1.27638892006963,"1976","0.375"
"NA.15",1976.625,NA,NA,NA,NA,"1976","0.625"
"NA.16",1976.875,NA,NA,NA,NA,"1976","0.875"
"75",1977.125,3.07418779447355,0.116578258265845,2.44622824941597,3.86334782862002,"1977","0.125"
"76",1977.375,2.04946349389415,0.0920364512959472,1.71118584035182,2.45461393716375,"1977","0.375"
"NA.17",1977.625,NA,NA,NA,NA,"1977","0.625"
"77",1977.875,2.84199989020519,0.0925763057532389,2.37039932322341,3.40742730424964,"1977","0.875"
"78",1978.125,2.37929055472684,0.0731378895201092,2.06153756164193,2.74602008187693,"1978","0.125"
"79",1978.375,2.03756868639665,0.0752507999019212,1.75815631004097,2.36138625904508,"1978","0.375"
"80",1978.625,1.61965670873759,0.0829713306576938,1.37656382278134,1.90567833524663,"1978","0.625"
"81",1978.875,1.19703963558979,0.0947002103729971,0.994255688150502,1.44118249083233,"1978","0.875"
"82",1979.125,1.45909042930599,0.0732034588862315,1.26406721222049,1.68420227999792,"1979","0.125"
"83",1979.375,1.71071173943824,0.078822936548497,1.46582254662134,1.99651360404938,"1979","0.375"
"84",1979.625,0.821524668955031,0.0874881156880531,0.692068721655762,0.975196191625277,"1979","0.625"
"85",1979.875,0.962028908031997,0.082797478350676,0.817917472849605,1.13153178726555,"1979","0.875"
"86",1980.125,0.93986585552675,0.0759336030467503,0.809897175857256,1.09069132813067,"1980","0.125"
"87",1980.375,1.54186419361061,0.0790842230929338,1.32046919264139,1.80037914158603,"1980","0.375"
"88",1980.625,1.2286206416806,0.0874279393075087,1.03513654912932,1.45827010207817,"1980","0.625"
"89",1980.875,1.66695158873927,0.0730168922833265,1.4446736575373,1.92342927048119,"1980","0.875"
"90",1981.125,0.884933409842013,0.072422025080832,0.767827600860303,1.01989970011131,"1981","0.125"
"91",1981.375,1.21546523956151,0.0787563582154505,1.04160673099183,1.41834312761743,"1981","0.375"
"92",1981.625,0.906638998870129,0.0790080427321534,0.776571400796193,1.05849156101997,"1981","0.625"
"93",1981.875,1.40508734212944,0.0868746652573003,1.18509758589882,1.66591381376836,"1981","0.875"
"94",1982.125,1.05413857927568,0.0755741241329535,0.909008019569049,1.22244041900111,"1982","0.125"
"95",1982.375,1.74614123971254,0.0827317603633961,1.48476141662187,2.05353479346327,"1982","0.375"
"96",1982.625,1.1654968133426,0.078865319624137,0.998572438808124,1.36032476876,"1982","0.625"
"97",1982.875,1.21735147316798,0.0821498128823275,1.03630752852325,1.43002397303437,"1982","0.875"
"98",1983.125,1.2826806113115,0.078766516579879,1.09918582117907,1.49680747234312,"1983","0.125"
"99",1983.375,1.41761294940317,0.0818848042473986,1.20741319919854,1.66440658065483,"1983","0.375"
"100",1983.625,0.681501585224564,0.0865208325355315,0.575199964935196,0.807448607400244,"1983","0.625"
"101",1983.875,0.936010174381707,0.0828321341994304,0.795742279107052,1.10100351527031,"1983","0.875"
"102",1984.125,0.980044413650203,0.082746021802091,0.833318304942715,1.15260524943467,"1984","0.125"
"103",1984.375,1.0715853558502,0.0787770408481803,0.918270006248434,1.25049840140584,"1984","0.375"
"104",1984.625,1.10338361641724,0.106149056011261,0.89612920328551,1.35857128694655,"1984","0.625"
"105",1984.875,1.46072892567006,0.0989300530697946,1.20325775144457,1.77329337104006,"1984","0.875"
"106",1985.125,0.81962773303838,0.0788352434984171,0.702280695902853,0.95658278048207,"1985","0.125"
"107",1985.375,0.969929304985548,0.0786682996403031,0.831335397134514,1.13162853393758,"1985","0.375"
"108",1985.625,1.20336999835477,0.0918680365291181,1.00507744793356,1.44078384796879,"1985","0.625"
"109",1985.875,1.25178649745201,0.0863352401658972,1.05691539194352,1.48258739265946,"1985","0.875"
"110",1986.125,0.923067016159589,0.0790753670353007,0.790538310707297,1.07781331376519,"1986","0.125"
"111",1986.375,1.23172210602093,0.0701476929068548,1.07349942024496,1.41326517541522,"1986","0.375"
"112",1986.625,0.862941410120211,0.105655502358875,0.701528841835541,1.0614928893755,"1986","0.625"
"113",1986.875,1.10013900746467,0.0919368860311139,0.918732979465712,1.31736409032492,"1986","0.875"
"114",1987.125,0.964714303684053,0.0724357343005001,0.837028365931977,1.1118783133429,"1987","0.125"
"115",1987.375,1.04618071892349,0.0725301643076984,0.907544208085111,1.20599535195824,"1987","0.375"
"116",1987.625,0.743086516167119,0.105856288196864,0.6038550313174,0.914420749802693,"1987","0.625"
"117",1987.875,0.762721308720037,0.106078852095835,0.619540551404081,0.938992279774398,"1987","0.875"
"118",1988.125,1.24488675019202,0.0757003066505337,1.07322910716024,1.44400017709571,"1988","0.125"
"119",1988.375,1.07293913705888,0.0792381758061229,0.918599469353512,1.25321038193374,"1988","0.375"
"120",1988.625,0.548844148535753,0.0984757769581054,0.452506440379179,0.665691960382972,"1988","0.625"
"121",1988.875,1.069936575811,0.0919654012247337,0.893460802796942,1.28126972406012,"1988","0.875"
"122",1989.125,0.664243727118622,0.0757837036129161,0.572557451271277,0.770612150862375,"1989","0.125"
"123",1989.375,0.64234436632012,0.0760031587207553,0.55344277813005,0.745526549894271,"1989","0.375"
"124",1989.625,0.519326214467292,0.0829703828311258,0.441381808425238,0.61103496311994,"1989","0.625"
"125",1989.875,0.707504726233408,0.0977612402591817,0.58413509245586,0.856930090500315,"1989","0.875"
"126",1990.125,0.778158536374346,0.082657592038211,0.661772206172849,0.915013810015021,"1990","0.125"
"127",1990.375,0.944687422195092,0.0757888123165837,0.814283048078819,1.09597556741378,"1990","0.375"
"128",1990.625,0.609926094025991,0.0982588117619121,0.503080663190915,0.739463603737494,"1990","0.625"
"129",1990.875,0.996063127359787,0.098781557607964,0.820733771607037,1.20884723890805,"1990","0.875"
"130",1991.125,0.462070215568579,0.0828082449410275,0.392844045058898,0.543495279618105,"1991","0.125"
"131",1991.375,0.686655397392355,0.0819185473271027,0.584801345169983,0.806249230892251,"1991","0.375"
"132",1991.625,0.559410866122858,0.106006001527398,0.454461154895554,0.688596844340298,"1991","0.625"
"133",1991.875,0.615643387813918,0.105325637641768,0.500811423602028,0.756805382419122,"1991","0.875"
"134",1992.125,0.718115877266317,0.0870730763189989,0.605447416060626,0.851750952274828,"1992","0.125"
"135",1992.375,0.730420798616365,0.0820254878851006,0.62194449241878,0.857816974914428,"1992","0.375"
"136",1992.625,0.598524411388596,0.149137194007898,0.446821153948478,0.801733462846239,"1992","0.625"
"137",1992.875,0.726518068148304,0.116177768183489,0.578567330069607,0.91230264121972,"1992","0.875"
"138",1993.125,0.658388248567841,0.0869926330541031,0.555178253661451,0.780785419806022,"1993","0.125"
"139",1993.375,0.885431350859843,0.0755647398023271,0.763541927758377,1.02677881670118,"1993","0.375"
"140",1993.625,0.839289856611952,0.10588058303024,0.682000357981744,1.0328549760535,"1993","0.625"
"141",1993.875,0.65846934608396,0.116005024682024,0.524553865119051,0.826572652617541,"1993","0.875"
"142",1994.125,0.663907553551221,0.0723189471430727,0.576167131120586,0.765009345127183,"1994","0.125"
"143",1994.375,0.918753648884602,0.0694083206723743,0.801895029649474,1.05264184977895,"1994","0.375"
"144",1994.625,0.682010321287849,0.105419229309322,0.554697600969089,0.838543519082346,"1994","0.625"
"145",1994.875,1.13058983035461,0.0873475869232371,0.952693731453103,1.3417043928185,"1994","0.875"
"146",1995.125,0.65735945206179,0.0784989064825548,0.563615974537695,0.76669482189433,"1995","0.125"
"147",1995.375,0.943864181919068,0.0823707379888423,0.803145292146754,1.10923839387577,"1995","0.375"
"148",1995.625,0.694891482833954,0.105906332177856,0.564634874543688,0.855197216263711,"1995","0.625"
"149",1995.875,0.667280192075826,0.106967217741628,0.541073045428555,0.822925589250305,"1995","0.875"
"150",1996.125,0.513943467215804,0.082902764333626,0.43686483943791,0.604621529701622,"1996","0.125"
"151",1996.375,1.12553915266687,0.0820687755576054,0.958301691601104,1.3219619617591,"1996","0.375"
"152",1996.625,0.837999438531002,0.0979985161008231,0.691553377429729,1.01545749308358,"1996","0.625"
"153",1996.875,0.589035707810768,0.106104666332278,0.478435621857679,0.725203244124961,"1996","0.875"
"154",1997.125,0.414068840633219,0.0825013676182477,0.352245917592072,0.486742347378725,"1997","0.125"
"155",1997.375,0.952898288435703,0.0822572698877277,0.811012868314974,1.11960633866422,"1997","0.375"
"156",1997.625,0.548382111317497,0.116173875696558,0.436710948436904,0.68860865771604,"1997","0.625"
"157",1997.875,0.474988949901603,0.0881877022989775,0.399591847091766,0.564612376780589,"1997","0.875"
"158",1998.125,0.596282244349232,0.0867525676541641,0.50304472704409,0.70680099762778,"1998","0.125"
"159",1998.375,0.674177959525666,0.0828766201199865,0.573097543683139,0.793086493076106,"1998","0.375"
"160",1998.625,0.837801323174819,0.11698759151947,0.666130307612604,1.0537143395098,"1998","0.625"
"161",1998.875,0.552756167410354,0.13138496927804,0.427264148865655,0.715106524667143,"1998","0.875"
"162",1999.125,0.487235298927182,0.107546679045299,0.394632785478012,0.601567445120162,"1999","0.125"
"163",1999.375,0.960558032083392,0.0832024367450812,0.816018986923459,1.13069885356291,"1999","0.375"
"164",1999.625,0.807219396894315,0.107515491348811,0.653841609983856,0.996576456396696,"1999","0.625"
"165",1999.875,0.273149758850712,0.130235060709356,0.21161307580728,0.352581193178022,"1999","0.875"
"166",2000.125,0.355194412256741,0.0882917690994543,0.298751884835964,0.422300500522983,"2000","0.125"
"167",2000.375,0.744890955907214,0.0841449991795284,0.631636228973054,0.878452676937938,"2000","0.375"
"168",2000.625,0.4706382072477,0.130720046936079,0.364263814187961,0.608076656241881,"2000","0.625"
"169",2000.875,0.813591312855094,0.130938876599206,0.62943209046079,1.05163183508596,"2000","0.875"
"170",2001.125,0.330418330408019,0.093978470115419,0.274832471675373,0.397246629570687,"2001","0.125"
"171",2001.375,0.591662416485325,0.0884193789382235,0.497519248892618,0.703619841564784,"2001","0.375"
"172",2001.625,0.880481442076088,0.131202376477491,0.680829694409836,1.13868060721469,"2001","0.625"
"173",2001.875,0.435703832254589,0.11595322336685,0.347128285652781,0.546880900484215,"2001","0.875"
"174",2002.125,0.412409801410851,0.0932065509651526,0.343550005925975,0.495071580165785,"2002","0.125"
"175",2002.375,0.727333013239243,0.092759685135615,0.606421600618399,0.87235235619611,"2002","0.375"
"176",2002.625,0.435422133250415,0.0986226818461944,0.358889853045423,0.528274713022735,"2002","0.625"
"177",2002.875,0.446482160309647,0.100237681340748,0.366842862788737,0.543410652613874,"2002","0.875"
"178",2003.125,0.286768262666608,0.117885887543859,0.227606464069664,0.361308000671081,"2003","0.125"
"179",2003.375,0.802085038663262,0.0945557182109775,0.666396892547527,0.965401274288751,"2003","0.375"
"NA.18",2003.625,NA,NA,NA,NA,"2003","0.625"
"180",2003.875,0.224915325250531,0.0995130023765132,0.185059707175161,0.273354498960009,"2003","0.875"
"181",2004.125,0.321037677307816,0.0843762748575834,0.272103087406362,0.378772586645731,"2004","0.125"
"182",2004.375,0.595547906488605,0.0936499706424735,0.495678678209494,0.715538764354635,"2004","0.375"
"183",2004.625,0.620698037151021,0.108227514869247,0.502059571990961,0.76737119420973,"2004","0.625"
"184",2004.875,0.422278455168474,0.150312636232845,0.314521418068265,0.566953738141833,"2004","0.875"
"185",2005.125,0.856890889624247,0.0718486654020599,0.744332028126937,0.986471049175133,"2005","0.125"
"186",2005.375,0.762771391304338,0.0768783772653169,0.656076074035521,0.886818188344504,"2005","0.375"
"187",2005.625,0.44333192166879,0.0774253429650244,0.380910742537394,0.51598227831878,"2005","0.625"
"188",2005.875,0.340219242979032,0.0769651970015827,0.292580094331736,0.395615202591282,"2005","0.875"
"189",2006.125,0.703791844246631,0.0768302323437564,0.605403623130013,0.818169797972454,"2006","0.125"
"190",2006.375,0.540855749872594,0.0730239497944146,0.468729416850079,0.624080613792176,"2006","0.375"
"191",2006.625,0.397743943099815,0.084328708419545,0.337148730805128,0.469229837807186,"2006","0.625"
"192",2006.875,0.773655066566182,0.074210459766333,0.668926121429874,0.894780668370522,"2006","0.875"
"193",2007.125,0.530648885600186,0.0769849284378163,0.456327206543449,0.617075282277538,"2007","0.125"
"194",2007.375,0.686662699751622,0.0742227178247683,0.593695563786223,0.794187613973759,"2007","0.375"
"195",2007.625,0.988226065937809,0.0934367344548594,0.822851283383274,1.18683749678742,"2007","0.625"
"196",2007.875,0.901585155701105,0.076893851614098,0.775449257914503,1.04823853357818,"2007","0.875"
"197",2008.125,0.574311007409189,0.0762324649958941,0.494603011065191,0.666864385886003,"2008","0.125"
"198",2008.375,0.774235653299718,0.0766896237323762,0.666183145755052,0.899813888508144,"2008","0.375"
"199",2008.625,0.708881160738588,0.0937404708059907,0.589902090240615,0.85185746645705,"2008","0.625"
"200",2008.875,0.787753071048248,0.0937185572754194,0.655564244555304,0.946596624358142,"2008","0.875"
"201",2009.125,0.48682896270728,0.0882528084462841,0.409500183295363,0.578760275571604,"2009","0.125"
"202",2009.375,0.844650482754079,0.0839920701483025,0.716442830706013,0.995800931267119,"2009","0.375"
"203",2009.625,0.762730493217016,0.0936701690672417,0.634800780147147,0.916441541152833,"2009","0.625"
"NA.19",2009.875,NA,NA,NA,NA,"2009","0.875"
"204",2010.125,0.95397996229826,0.150067028367289,0.710885440072659,1.28020313423999,"2010","0.125"
"205",2010.375,0.700549867183103,0.182958489647318,0.489442462435817,1.00271258437169,"2010","0.375"
"NA.20",2010.625,NA,NA,NA,NA,"2010","0.625"
"NA.21",2010.875,NA,NA,NA,NA,"2010","0.875"
"206",2011.125,1.20510230920926,0.258314368951639,0.72634389197756,1.99942698176686,"2011","0.125"
"207",2011.375,2.43846468563977,0.25849180923874,1.46920974522193,4.04714850445952,"2011","0.375"
"NA.22",2011.625,NA,NA,NA,NA,"2011","0.625"
"208",2011.875,1.67541600225433,0.183149058721155,1.17010014469397,2.39895601529391,"2011","0.875"
"209",2012.125,1.19908525697655,0.0878358454436805,1.00944504877071,1.42435237584203,"2012","0.125"
"210",2012.375,1.11908423268895,0.0877273581525153,0.942296855790484,1.32903926417375,"2012","0.375"
"211",2012.625,0.642260586031261,0.0879678399307801,0.540544601325891,0.763116788804122,"2012","0.625"
"212",2012.875,0.724828755501733,0.0990723539048938,0.596902398837926,0.880171910558604,"2012","0.875"
"213",2013.125,0.423094151422037,0.0877285905093606,0.356254975241165,0.502473434501104,"2013","0.125"
"214",2013.375,0.705607334168495,0.0879174852532218,0.593917622907778,0.838300954254862,"2013","0.375"
"215",2013.625,0.304638606592462,0.0989456485354717,0.250934690111425,0.369835994319429,"2013","0.625"
"216",2013.875,0.589464416230229,0.131958995777113,0.455126191203786,0.76345484992329,"2013","0.875"
"217",2014.125,0.210356989392605,0.0879566701574104,0.177046243899471,0.249935056580168,"2014","0.125"
"218",2014.375,0.45737365498147,0.0877952543184138,0.385068786335815,0.543255303193219,"2014","0.375"
"219",2014.625,0.405190508799537,0.129944740856913,0.314085630247532,0.522721616687262,"2014","0.625"
"220",2014.875,0.384786466023634,0.117402582710083,0.305692435763588,0.484345070773888,"2014","0.875"
"221",2015.125,0.182765395462314,0.0878994888329158,0.153841113649393,0.217127846946184,"2015","0.125"
"222",2015.375,0.493073685478088,0.0880106896329143,0.414949852109179,0.585906123535565,"2015","0.375"
"223",2015.625,0.24548604374838,0.106782318315457,0.199127784825351,0.302636810468648,"2015","0.625"
"224",2015.875,0.268789828061587,0.130261920927812,0.208224411777754,0.346971668943844,"2015","0.875"
"225",2016.125,0.160082691697837,0.0990246921221933,0.131841719483994,0.194372982099461,"2016","0.125"
"226",2016.375,0.299722800985815,0.0988999439967104,0.246907595800154,0.363835535879963,"2016","0.375"
"227",2016.625,0.185508106601093,0.106469124499039,0.150568645793535,0.228555270809244,"2016","0.625"
"228",2016.875,0.301016004256102,0.150176931085416,0.224262367225094,0.404038519433636,"2016","0.875"
"229",2017.125,0.172792580246859,0.0992123645019519,0.142257057145142,0.209882563210235,"2017","0.125"
"230",2017.375,0.276059771908992,0.0933697568470676,0.229892701243447,0.331498117401048,"2017","0.375"
"231",2017.625,0.225418431170538,0.130125947293899,0.174672276501033,0.29090746470626,"2017","0.625"
"232",2017.875,0.266194944557924,0.107022990949551,0.215824127692296,0.328321718548642,"2017","0.875"
"233",2018.125,0.144555636368668,0.0882735443887083,0.121589219870277,0.171860071380051,"2018","0.125"
"234",2018.375,0.253845061997734,0.0932593919616697,0.211438818100607,0.304756317120411,"2018","0.375"
"235",2018.625,0.116174767657216,0.100137149984484,0.0954714128759133,0.141367727088631,"2018","0.625"
"236",2018.875,0.116699436776261,0.100118081911635,0.0959061656659244,0.142000865630845,"2018","0.875"
